Category,Title,Text
Կորոնավիրուս,Չինաստանում կորոնավիրուսի ալիքը կհասնի գագաթնակետին մեկ շաբաթվա ընթացքում. պաշտոնյա," Չինաստանում կորոնավիրուսի ներկայիս ալիքը, ամենայն հավանականությամբ, կուժեղանա առավելագույնը մեկ շաբաթվա ընթացքում, ասել է Ժողովրդական Հանրապետության ինֆեկցիոն հիվանդությունների ազգային կենտրոնի տնօրեն Ժան Վենհոնգը։«Սպասվում է, որ Չինաստանը մեկ շաբաթվա ընթացքում կբախվի վարակվածների առավելագույն քանակին», - նրա խոսքերը փոխանցում են արևմտյան լրատվամիջոցները:Ըստ պաշտոնական տվյալների՝ նախօրեին արձանագրվել է Covid-19-ի 4 հազարից քիչ դեպք՝ ուղեկցվող ախտանիշներով, իսկ իշխանությունները երրորդ օրն անընդմեջ չեն հայտնում մահվան դեպքերի մասին։Անցած ամիս հաղորդվել էր Չինաստանի մի շարք քաղաքներում տեղի ունեցած ցույցերի մասին, որոնց մասնակիցները պահանջում էին վերջ տալ Պեկինի կողմից իրականացվող «Զրո հանդուրժողականություն Covid-19-ի հանդեպ» քաղաքականությանը։ Դրա հետևանքով Չինաստանում շարունակում էին խստագույն լոքդաուններ սահմանվել կորոնավիրուսի դեպքերի անգամ աննշան աճի դեպքում։ Դեկտեմբերի սկզբին Չինաստանի իշխանությունները չեղարկեցին վիրուսի տարածումը զսպելու համար ընդունված մի շարք սահմանափակումներ:Առողջապահության համաշխարհային կազմակերպությունն ավելի վաղ մտահոգություն է հայտնել Չինաստանում կորոնավիրուսի աննախադեպ ալիքի կապակցությամբ։  "
Կորոնավիրուս,ԱՀԿ-ն մտահոգ է Չինաստանում կորոնավիրուսի աննախադեպ ալիքի կապակցությամբ," Առողջապահության համաշխարհային կազմակերպությունը (ԱՀԿ) մտահոգություն է հայտնել Չինաստանում կորոնավիրուսի աննախադեպ ալիքի կապակցությամբ։Կառույցի ղեկավար Թեդրոս Գեբրեյեսուսը Պեկինին կոչ է արել մանրամասն տեղեկատվություն տրամադրել իրավիճակի լրջության մասին:Անցած ամիս հաղորդվել էր Չինաստանի մի շարք քաղաքներում տեղի ունեցած ցույցերի մասին, որոնց մասնակիցները պահանջում էին վերջ տալ Պեկինի կողմից իրականացվող «Զրո հանդուրժողականություն Covid-19-ի հանդեպ» քաղաքականությանը։ Դրա հետևանքով Չինաստանում շարունակում են խստագույն լոքդաուններ սահմանվել կորոնավիրուսի դեպքերի անգամ աննշան աճի դեպքում։«ԱՀԿ-ն շատ մտահոգված է Չինաստանում զարգացող իրավիճակով», - հայտարարել է Գեբրեյեսուսը՝ հորդորելով մանրամասն տեղեկություններ տրամադրել հիվանդության ընթացքի, հիվանդանոցներում տիրող իրավիճակի վերաբերյալ։Կորոնավիրուսն առաջին անգամ՝ 2019 թվականին, հայտնաբերվել է Չինաստանի Վուհան քաղաքում։ ՄԱԿ-ին կից առողջապահական գերատեսչությանը մինչ օրս չի հաջողվել պարզել COVID-19-ի ծագման հանգամանքները: "
Կորոնավիրուս,"Հայաստանում անցած մեկ շաբաթում կորոնավիրուսի դեպքերի թիվն ավելացել է 53-ով, բուժվածներին՝ 89-ով"," Հայաստանում անցած մեկ շաբաթում կորոնավիրուսի դեպքերի թիվն ավելացել է 53-ով՝ հասնելով 445 հազար 881-ի, մահվան դեպք չի գրանցվել, հաղորդում է Առողջապահության նախարարությունը:

Նույն ժամանակամիջոցում բուժվածների թիվն ավելացել է 89-ով՝ հասնելով 435 հազար 60-ի:

Իրականացվել է 2 հազար 930 թեստավորում, ընդհանուր թիվը հասավ 3 միլիոն 240 հազար 491-ի։

Հիվանդությունից մահացածների ընդհանուր թիվը 8 հազար 712 է:

COVID-19-ից տվյալ պահին Հայաստանում բուժվում է 247 մարդ:Դեկտեմբերի 11-ի դրությամբ, Հայաստանում կատարվել է կորոնավիրուսի դեմ ընդհանուր 2 միլիոն 276 հազար 783 պատվաստում։ Առաջին դեղաչափը ստացել է 1 միլիոն 155 հազար 521 մարդ, ամբողջությամբ պատվաստվել է 1 միլիոն 30 հազար 687 քաղաքացի, բուստեր ստացել է 84 հազար 450 մարդ, փոխանցում է առողջապահական գերատեսչությունը:

"
Կորոնավիրուս,"Հայաստանում անցած մեկ շաբաթում կորոնավիրուսի դեպքերի թիվն ավելացել է 91-ով, բուժվածներինը՝ 113-ով"," Հայաստանում անցած մեկ շաբաթում կորոնավիրուսի դեպքերի թիվն ավելացել է 91-ով՝ հասնելով 445 հազար 828-ի, երկու մահվան դեպք է գրանցվել, հաղորդում է Առողջապահության նախարարությունը:Նույն ժամանակամիջոցում բուժվածների թիվն ավելացել է 113-ով՝ հասնելով 434 հազար 979-ի:

Իրականացվել է 2 հազար 386 թեստավորում, ընդհանուր թիվը հասավ 3 միլիոն 237 հազար 561-ի։

Հիվանդությունից մահացածների ընդհանուր թիվը 8 հազար 712 է:

COVID-19-ից տվյալ պահին Հայաստանում բուժվում է 283 մարդ:

Պատվաստում

Դեկտեմբերի 4-ի դրությամբ, Հայաստանում կատարվել է կորոնավիրուսի դեմ ընդհանուր 2 միլիոն 275 հազար 346 պատվաստում։ Առաջին դեղաչափը ստացել է 1 միլիոն 155 հազար 126 մարդ, ամբողջությամբ պատվաստվել է 1 միլիոն 30 հազար 292 քաղաքացի, բուստեր ստացել է 83 հազար 842 մարդ, փոխանցում է առողջապահական գերատեսչությունը:"
Կորոնավիրուս,"Հայաստանում անցած մեկ շաբաթում կորոնավիրուսի դեպքերի թիվն ավելացել է 106-ով, բուժվածներինը՝ 123-ով"," Հայաստանում անցած մեկ շաբաթում կորոնավիրուսի դեպքերի թիվն ավելացել է 106-ով՝ հասնելով 445 հազար 737-ի, մեկ մահվան դեպք է գրանցվել, հաղորդում է Առողջապահության նախարարությունը:Նույն ժամանակամիջոցում բուժվածների թիվն ավելացել է 123-ով՝ հասնելով 434 հազար 866-ի:

Իրականացվել է 1917 թեստավորում, ընդհանուր թիվը հասավ 3 միլիոն 235 հազար 175-ի։

Հիվանդությունից մահացածների ընդհանուր թիվը 8 հազար 710 է:

COVID-19-ից տվյալ պահին Հայաստանում բուժվում է 301 մարդ:

Պատվաստում

Նոյեմբերի 27-ի դրությամբ, Հայաստանում կատարվել է կորոնավիրուսի դեմ ընդհանուր 2 միլիոն 273 հազար 605 պատվաստում։ Առաջին դեղաչափը ստացել է 1 միլիոն 154 հազար 539 մարդ, ամբողջությամբ պատվաստվել է 1 միլիոն 29 հազար 790 քաղաքացի, բուստեր ստացել է 83 հազար 255 մարդ, փոխանցում է առողջապահական գերատեսչությունը:"
Կորոնավիրուս,"Հայաստանում անցած մեկ շաբաթում կորոնավիրուսի դեպքերի թիվն ավելացել է 118-ով, բուժվածներինը՝ 144-ով"," Հայաստանում անցած մեկ շաբաթում կորոնավիրուսի դեպքերի թիվն ավելացել է 118-ով՝ հասնելով 445 հազար 631-ի, մահվան դեպք չի գրանցվել, հաղորդում է Առողջապահության նախարարությունը:Նույն ժամանակամիջոցում բուժվածների թիվն ավելացել է 144-ով՝ հասնելով 434 հազար 743-ի:

Իրականացվել է 1373 թեստավորում, ընդհանուր թիվը հասավ 3 միլիոն 233 հազար 258-ի։

Հիվանդությունից մահացածների ընդհանուր թիվը 8 հազար 709 է:

COVID-19-ից տվյալ պահին Հայաստանում բուժվում է 307 մարդ:

Պատվաստում

Նոյեմբերի 20-ի դրությամբ, Հայաստանում կատարվել է կորոնավիրուսի դեմ ընդհանուր 2 միլիոն 272 հազար 24 պատվաստում։ Առաջին դեղաչափը ստացել է 1 միլիոն 153 հազար 929 մարդ, ամբողջությամբ պատվաստվել է 1 միլիոն 29 հազար 360 քաղաքացի, բուստեր ստացել է 82 հազար 781 մարդ, փոխանցում է առողջապահական գերատեսչությունը:"
Կորոնավիրուս,"Հայաստանում անցած մեկ շաբաթում կորոնավիրուսի դեպքերի թիվն ավելացել է 116-ով, բուժվածներինը՝ 158-ով"," Հայաստանում անցած մեկ շաբաթում կորոնավիրուսի դեպքերի թիվն ավելացել է 116-ով՝ հասնելով 445 հազար 513-ի, մահվան դեպք չի գրանցվել, հաղորդում է Առողջապահության նախարարությունը:Նույն ժամանակամիջոցում բուժվածների թիվն ավելացել է 158-ով՝ հասնելով 434 հազար 599-ի:

Իրականացվել է 1578 թեստավորում, ընդհանուր թիվը հասավ 3 միլիոն 231 հազար 885-ի։

Հիվանդությունից մահացածների ընդհանուր թիվը 8 հազար 709 է:

COVID-19-ից տվյալ պահին Հայաստանում բուժվում է 333 մարդ:

Պատվաստում

Նոյեմբերի 13-ի դրությամբ, Հայաստանում կատարվել է կորոնավիրուսի դեմ ընդհանուր 2 միլիոն 270 հազար 474 պատվաստում։ Առաջին դեղաչափը ստացել է 1 միլիոն 153 հազար 469 մարդ, ամբողջությամբ պատվաստվել է 1 միլիոն 28 հազար 962 քաղաքացի, բուստեր ստացել է 82 հազար 138 մարդ, փոխանցում է առողջապահական գերատեսչությունը:"
Կորոնավիրուս,"Հայաստանում անցած մեկ շաբաթում կորոնավիրուսի դեպքերի թիվն ավելացել է 155-ով, բուժվածներինը՝ 153-ով"," Հայաստանում անցած մեկ շաբաթում կորոնավիրուսի դեպքերի թիվն ավելացել է 155-ով՝ հասնելով 445 հազար 397-ի, մահվան դեպք չի գրանցվել, հաղորդում է Առողջապահության նախարարությունը:Նույն ժամանակամիջոցում բուժվածների թիվն ավելացել է 153-ով՝ հասնելով 434 հազար 441-ի:

Իրականացվել է 1839 թեստավորում, ընդհանուր թիվը հասավ 3 միլիոն 230 հազար 307-ի։

Հիվանդությունից մահացածների ընդհանուր թիվը 8 հազար 709 է:

COVID-19-ից տվյալ պահին Հայաստանում բուժվում է 375 մարդ:

Պատվաստում

Նոյեմբերի 6-ի դրությամբ, Հայաստանում կատարվել է կորոնավիրուսի դեմ ընդհանուր 2 միլիոն 268 հազար 693 պատվաստում։ Առաջին դեղաչափը ստացել է 1 միլիոն 152 հազար 875 մարդ, ամբողջությամբ պատվաստվել է 1 միլիոն 28 հազար 500 քաղաքացի, բուստեր ստացել է 81 հազար 498 մարդ, փոխանցում է առողջապահական գերատեսչությունը: "
Կորոնավիրուս,"Հայաստանում անցած մեկ շաբաթում կորոնավիրուսի դեպքերի թիվն ավելացել է 142-ով, բուժվածներինը՝ 278-ով, մահացել է 3 մարդ"," Հայաստանում անցած մեկ շաբաթում կորոնավիրուսի դեպքերի թիվն ավելացել է 142-ով՝ հասնելով 445 հազար 242-ի, գրանցվել է հիվանդությունից մահվան 3 դեպք, հաղորդում է Առողջապահության նախարարությունը:

Նույն ժամանակամիջոցում բուժվածների թիվն ավելացել է 278-ով՝ հասնելով 434 հազար 288-ի:

Իրականացվել է 2 հազար 301 թեստավորում, ընդհանուր թիվը հասավ 3 միլիոն 228 հազար 468-ի։

Հիվանդությունից մահացածների ընդհանուր թիվը 8 հազար 709 է:

COVID-19-ից տվյալ պահին Հայաստանում բուժվում է 373 մարդ:

Պատվաստում

Հոկտեմբերի 30-ի դրությամբ, Հայաստանում կատարվել է կորոնավիրուսի դեմ ընդհանուր 2 միլիոն 267 հազար 18 պատվաստում։ Առաջին դեղաչափը ստացել է 1 միլիոն 152 հազար 270 մարդ, ամբողջությամբ պատվաստվել է 1 միլիոն 28 հազար 88 քաղաքացի, բուստեր ստացել է 80 հազար 890 մարդ, փոխանցում է առողջապահական գերատեսչությունը:"
Կորոնավիրուս,"Հայաստանում անցած մեկ շաբաթում կորոնավիրուսի դեպքերի թիվն ավելացել է 231-ով, բուժվածներինը՝ 415-ով, մահվան դեպք չի գրանցվել"," Հայաստանում անցած մեկ շաբաթում կորոնավիրուսի դեպքերի թիվն ավելացել է 231-ով՝ հասնելով 445 հազար 100-ի, հիվանդությունից մահվան դեպք չի գրանցվել, հաղորդում է Առողջապահության նախարարությունը:

Նույն ժամանակամիջոցում բուժվածների թիվն ավելացել է 415-ով՝ հասնելով 434 հազար 17-ի:

Իրականացվել է 3 հազար 34 թեստավորում, ընդհանուր թիվը հասավ 3 միլիոն 226 հազար 167-ի։

Հիվանդությունից մահացածների ընդհանուր թիվը 8 հազար 706 է:

COVID-19-ից տվյալ պահին Հայաստանում բուժվում է 512 մարդ:

Պատվաստում

Հոկտեմբերի 23-ի դրությամբ, Հայաստանում կատարվել է կորոնավիրուսի դեմ ընդհանուր 2 միլիոն 265 հազար 97 պատվաստում։ Առաջին դեղաչափը ստացել է 1 միլիոն 151 հազար 753 մարդ, ամբողջությամբ պատվաստվել է 1 միլիոն 27 հազար 594 քաղաքացի, բուստեր ստացել է 80 հազար 22 մարդ, փոխանցում է առողջապահական գերատեսչությունը:  "
Կորոնավիրուս,"Հայաստանում անցած մեկ շաբաթում կորոնավիրուսի դեպքերի թիվն ավելացել է 387-ով, բուժվածներինը՝ 791-ով, մահացել է 6 մարդ"," Հայաստանում անցած մեկ շաբաթում կորոնավիրուսի դեպքերի թիվն ավելացել է 387-ով՝ հասնելով 444 հազար 869-ի, գրանցվել է հիվանդությունից մահվան 6 դեպք, հաղորդում է Առողջապահության նախարարությունը:

Նույն ժամանակամիջոցում բուժվածների թիվն ավելացել է 791-ով՝ հասնելով 433 հազար 602-ի:

Իրականացվել է 3 հազար 108 թեստավորում, ընդհանուր թիվը հասավ 3 միլիոն 223 հազար 133-ի։

Հիվանդությունից մահացածների ընդհանուր թիվը հասավ 8 հազար 706-ի:

COVID-19-ից տվյալ պահին Հայաստանում բուժվում է 699 մարդ:

Պատվաստում

Հոկտեմբերի 16-ի դրությամբ, Հայաստանում կատարվել է կորոնավիրուսի դեմ ընդհանուր 2 միլիոն 262 հազար 719 պատվաստում։ Առաջին դեղաչափը ստացել է 1 միլիոն 151 հազար 175 մարդ, ամբողջությամբ պատվաստվել է 1 միլիոն 27 հազար 35 քաղաքացի, բուստեր ստացել է 78 հազար 880 մարդ, փոխանցում է առողջապահական գերատեսչությունը:"
